date,close,high,low,open,volume,sma5,sma10,sma15,sma20,ema5,ema10,ema15,ema20,upperband,middleband,lowerband,HT_TRENDLINE,KAMA10,KAMA20,KAMA30,SAR,TRIMA5,TRIMA10,TRIMA20,ADX5,ADX10,ADX20,APO,CCI5,CCI10,CCI15,macd510,macd520,macd1020,macd1520,macd1226,MFI,MOM10,MOM15,MOM20,ROC5,ROC10,ROC20,PPO,RSI14,RSI8,slowk,slowd,fastk,fastd,fastksr,fastdsr,ULTOSC,WILLR,ATR,Trange,TYPPRICE,HT_DCPERIOD,BETA
2015-01-09 10:18:00+05:30,8283.35,8283.35,8279.4,8280.7,0,8281.880000000005,8280.065000000002,8281.386666666669,8282.139999999998,8281.661089922156,8281.26729074216,8281.285324789329,8281.428682038542,8283.853423346007,8281.880000000005,8279.906576654002,8281.511394805195,8282.702981146074,8283.88370640262,8283.004225281724,8303.0,8281.638888888818,8279.83666666667,8281.72272727273,24.34135858270531,16.028925579430997,8.536836957462953,-0.8275641025593359,37.211740041805506,75.99003409385051,16.671231000865415,0.3937991801631142,0.23240787361646653,-0.16135132704766875,-0.13935593022688408,-0.529244992936583,0.0,0.5,-1.1499999999996362,4.0,0.05375110219958401,0.006036569538259151,0.04831297142890989,-0.009993083021640205,53.203699731527045,58.29975148563167,67.10891183783703,71.99586211952277,85.71428571428983,67.10891183783703,100.0,73.85394912565393,56.367314984573255,-26.637554585149022,3.6526634750222864,3.9500000000007276,8282.033333333333,29.911385379719285,1.500701328789615
2015-01-09 10:19:00+05:30,8283.35,8283.7,8281.05,8283.05,0,8282.240000000003,8280.370000000003,8281.243333333336,8282.207499999999,8282.224059948105,8281.645965152677,8281.543409190663,8281.611664701539,8284.479999973373,8282.240000000003,8280.000000026634,8281.508854545455,8282.724034882445,8283.879340423191,8283.00584305543,8303.0,8281.922222222149,8280.501666666669,8281.373181818186,21.014236111435203,15.276650017511368,8.468449735262158,-0.9791666666624224,77.77777777770368,90.58505408059067,44.78541086859065,0.578094795539073,0.6123952399011614,0.03433315332040365,-0.06475435676293273,-0.32300620185924345,0.0,3.0500000000010914,-2.149999999999636,1.3500000000003638,0.021735061673244793,0.03683441421205025,0.01630041052886888,-0.011823471049047853,53.20369973152705,58.29975148563167,75.19841269842034,69.74436206364909,85.71428571428983,75.19841269842034,100.0,84.54520633376396,59.48217939479433,-26.637554585149022,3.581044655377941,2.650000000001455,8282.699999999999,29.577116293464087,1.7279082065616016
2015-01-09 10:20:00+05:30,8283.95,8284.15,8283.1,8283.65,0,8282.490000000002,8280.840000000002,8281.273333333336,8282.187499999998,8282.799373298736,8282.064880579463,8281.84423304183,8281.834363301392,8285.123932413142,8282.490000000002,8279.856067586861,8281.556155555556,8282.799612688243,8283.879713399892,8283.029262637798,8303.0,8282.605555555481,8281.166666666668,8281.081818181821,16.899979698386865,14.258269765184497,8.325584882065705,-1.1836538461502641,125.5446623093863,103.04044630404337,81.66691538571173,0.7344927193480544,0.9650099929021962,0.23054403440255555,0.012933250287460396,-0.10987887321607559,0.0,4.700000000000728,0.4500000000007276,-0.3999999999996362,0.015091697151903283,0.056768427091835605,-0.004828381224830647,-0.014292149650722095,54.32551613168186,60.47512134910651,88.88888888889528,77.06540447505085,95.23809523810623,88.88888888889528,100.0,100.0,59.14729751272198,-15.492957746475987,3.4002557514223217,1.0499999999992724,8283.733333333334,29.267896837573026,2.2518406400858852
2015-01-09 10:21:00+05:30,8285.75,8285.75,8283.6,8283.75,0,8283.470000000003,8281.840000000002,8281.303333333335,8282.2225,8283.78291553249,8282.734902292288,8282.3324539116,8282.207281082212,8286.543499602725,8283.470000000003,8280.39650039728,8281.745762962964,8283.549183389387,8283.89116409502,8283.08648955018,8303.0,8283.483333333255,8281.880000000001,8280.92772727273,18.06361767683294,13.484842019013522,7.917382428820035,-1.139102564098721,125.65104166666598,125.36562536563603,125.419932810729,1.0480132402517484,1.5756344473174977,0.5276431016191054,0.127853400506865,0.20194315205299063,0.0,10.0,0.4500000000007276,0.7000000000007276,0.05917266947232935,0.12083496964021556,0.008448953235062895,-0.01375353038879307,57.60868409973426,66.47188349214694,93.65079365079868,85.91269841270474,100.0,93.65079365079868,100.0,100.0,59.85278214456784,-0.0,3.3109517691778443,2.149999999999636,8285.033333333333,29.026772632226937,1.09891530163097
2015-01-09 10:22:00+05:30,8286.8,8287.7,8285.75,8286.2,0,8284.640000000003,8282.815000000002,8281.55666666667,8282.257499999998,8284.788610354994,8283.474010966418,8282.89089717265,8282.644682883905,8287.425964794958,8284.640000000003,8281.854035205048,8281.945000000002,8284.365204499303,8283.908973233534,8283.171540600419,8303.0,8284.466666666589,8282.618333333336,8280.946818181821,23.012657116003027,14.005803404458863,7.824379084352543,-0.7695512820464501,122.17194570138838,164.15633937085528,161.43023017554438,1.3145993886082579,2.1439274691147148,0.8293459937740408,0.2485597884733579,0.5277074949044618,0.0,9.75,3.7999999999992724,0.6999999999989086,0.07064406861529982,0.11779559142448548,0.008447882598550116,-0.009291275008989144,59.44022438118075,69.55165637757361,94.79824058137142,92.44597437368844,89.156626506008,94.79824058137142,100.0,100.0,61.36684442143219,-7.058823529423178,3.2137409285223364,1.9500000000007276,8286.75,28.623840999535062,0.8633205186811588
2015-01-09 10:23:00+05:30,8285.95,8287.9,8285.25,8286.6,0,8285.160000000003,8283.520000000002,8281.763333333334,8282.329999999998,8285.175740236662,8283.924190790705,8283.273285026069,8282.9594749902,8287.752604820964,8285.160000000003,8282.567395179043,8282.128028416348,8284.625783745118,8283.926880830351,8283.230456390305,8303.0,8285.338888888808,8283.313333333335,8281.112272727276,24.77509549379853,14.050134827627897,7.648625381347182,-0.01762820512703911,71.07843137257328,116.77242752272903,131.4156796390425,1.251549445978526,2.2162652451461327,0.9647304551726847,0.3158623481303948,0.7091159402170888,0.0,7.050000000001091,3.100000000000364,1.4500000000007276,0.03138826682442808,0.08515624056337767,0.017502565031080053,-0.00021283385019593492,57.282596325139664,64.10392448459662,86.89649107378465,91.78184176865157,71.53284671534591,86.89649107378465,65.40335880559867,88.46778626853289,59.6531579115892,-15.057915057907898,3.1734737193421436,2.649999999999636,8286.366666666667,27.907646834103947,0.4129688994834265
2015-01-09 10:24:00+05:30,8287.5,8287.9,8285.8,8285.8,0,8285.990000000003,8284.115000000002,8282.243333333336,8282.429999999998,8285.950493491107,8284.574337919668,8283.80162439781,8283.391905943516,8288.38282255209,8285.990000000003,8283.597177447917,8282.407780970625,8285.04121593073,8283.965528735362,8283.387018024341,8303.0,8286.138888888807,8283.998333333335,8281.38272727273,26.18504619603494,14.090033108480025,7.481659363492088,0.5397435897466494,75.63191153237946,109.7082900956443,125.90696889588911,1.376155571453637,2.558587546714989,1.1824439663359954,0.41151422752409417,0.9668106943481689,0.0,5.950000000000728,7.200000000000728,2.0,0.050100502815886294,0.07184645386433264,0.024138555307473553,0.006516338907239166,60.12505215283672,69.14116307164761,84.11871329600898,88.60448165038834,91.66666666667298,84.11871329600898,100.0,88.46778626853289,68.59146519103311,-3.0888030888005398,3.096797025103445,2.100000000000364,8287.066666666666,27.019003268205843,0.5931258349993691
2015-01-09 10:25:00+05:30,8287.4,8288.25,8286.55,8287.5,0,8286.680000000004,8284.585000000003,8282.786666666669,8282.624999999998,8286.433662327405,8285.088094661547,8284.251421348084,8283.77362918699,8288.123052204988,8286.680000000004,8285.23694779502,8282.68073275862,8285.312743893648,8284.039368641808,8283.557529390806,8303.0,8286.622222222135,8284.738333333335,8281.731818181821,28.371039704514793,14.382448282222764,7.3834333499211695,1.0403846153876657,88.73144399450834,93.68258859787028,114.50584484590296,1.345567665866838,2.6600331398312846,1.3144752847074415,0.47936346266942564,1.1497133000702888,0.0,4.699999999998909,8.149999999999636,3.899999999999636,0.04164679893043921,0.05674478129111815,0.04708154765498129,0.012560276558288883,59.848361729732765,68.43309988818122,81.63998116317885,84.21839517765748,81.72043010751763,81.63998116317885,90.2657969067498,85.22305190411616,64.45751445403897,-6.80000000000291,2.9970258090246795,1.7000000000007276,8287.4,26.205310009647008,0.7354605785452222
2015-01-09 10:26:00+05:30,8288.35,8288.65,8286.95,8288.05,0,8287.200000000003,8285.335000000003,8283.626666666669,8282.7775,8287.072441551603,8285.681168359448,8284.763743679574,8284.209474026324,8288.793737676986,8287.200000000003,8285.60626232302,8282.927022988504,8286.21473720107,8284.113003201506,8283.692778029108,8303.0,8287.14999999991,8285.523333333336,8282.156363636366,31.37489790031189,14.949990239901151,7.360780305556841,1.4532051282076281,125.36023054749303,95.59434746461466,110.87499335915301,1.391273192160952,2.862967524890337,1.4717023596094805,0.5556445421279932,1.3556943923031213,0.0,7.5,12.600000000000364,3.0500000000010914,0.03137917508977406,0.09057041245765785,0.036812185436874145,0.01754381891872112,61.65374695443647,71.59170971284998,88.18785578748214,84.6488500822233,91.17647058825575,88.18785578748214,100.0,96.75526563558327,64.06991956660305,-2.5862068965453706,2.9043811083799818,1.6999999999989086,8287.983333333332,25.598129328748726,1.0530930195620372
2015-01-09 10:27:00+05:30,8288.4,8288.4,8286.65,8286.65,0,8287.520000000002,8286.080000000002,8284.383333333335,8283.047499999999,8287.514961034401,8286.175501385003,8285.218275719628,8284.608571738103,8289.296063025862,8287.520000000002,8285.743936974142,8283.140896551722,8286.862159364431,8284.27108903515,8283.774079636583,8303.0,8287.58333333324,8286.198333333336,8282.689090909093,31.32457630264114,15.104712542088777,7.276861833891282,1.799358974361894,66.93989071038862,76.66906820366917,94.02901785715596,1.3394596494017605,2.906389296040288,1.5669362140233716,0.6109070092916227,1.5056146851657104,0.0,7.449999999998909,11.350000000000364,5.399999999999636,0.019307814838054327,0.08996552327931173,0.06519377037303986,0.021722423337176777,61.75122688368203,71.76166764454925,88.51465317310068,86.11416337458719,92.64705882352864,88.51465317310068,100.0,96.75526563558327,66.11632660629338,-2.336448598131079,2.8219253149242687,1.75,8287.816666666666,25.186033529693383,0.9461479363373532
